,MovieID,Title,Genre
1773,804,She's the One (1996),Comedy|Romance
1774,818,"Very Brady Sequel, A (1996)",Comedy
1776,832,Ransom (1996),Drama|Thriller
1777,852,Tin Cup (1996),Comedy|Romance
1780,1003,Extreme Measures (1996),Drama|Thriller
1784,1021,Angels in the Outfield (1994),Children's|Comedy
1792,1092,Basic Instinct (1992),Mystery|Thriller
1794,1100,Days of Thunder (1990),Action|Romance
1811,1285,Heathers (1989),Comedy
1813,1298,Pink Floyd - The Wall (1982),Drama|Musical|War
1816,1347,"Nightmare on Elm Street, A (1984)",Horror
1820,1381,Grease 2 (1982),Comedy|Musical|Romance
1823,1390,My Fellow Americans (1996),Comedy
1828,1422,Murder at 1600 (1997),Mystery|Thriller
1829,1425,Fierce Creatures (1997),Comedy
1830,1457,Fools Rush In (1997),Comedy|Romance
1831,1461,Vegas Vacation (1997),Comedy
1832,1463,That Old Feeling (1997),Comedy|Romance
1833,1485,Liar Liar (1997),Comedy
1834,1498,Inventing the Abbotts (1997),Drama|Romance
1836,1541,Addicted to Love (1997),Comedy|Romance
1838,1556,Speed 2: Cruise Control (1997),Action|Romance|Thriller
1842,1588,George of the Jungle (1997),Children's|Comedy
1843,1593,Picture Perfect (1997),Comedy|Romance
1847,1640,How to Be a Player (1997),Comedy
1850,1663,Stripes (1981),Comedy
1853,1689,"Man Who Knew Too Little, The (1997)",Comedy|Mystery
1854,1703,For Richer or Poorer (1997),Comedy
1857,1713,Mouse Hunt (1997),Children's|Comedy
1861,1779,Sphere (1998),Adventure|Sci-Fi|Thriller
1865,1833,Mercury Rising (1998),Action|Drama|Thriller
1867,1880,Lawn Dogs (1997),Drama
1868,1883,Bulworth (1998),Comedy
1869,1888,Hope Floats (1998),Comedy|Drama|Romance
1870,1917,Armageddon (1998),Action|Adventure|Sci-Fi|Thriller
1874,1955,Kramer Vs. Kramer (1979),Drama
1875,1957,Chariots of Fire (1981),Drama
1878,1966,Metropolitan (1990),Comedy
1889,2053,"Honey, I Blew Up the Kid (1992)",Children's|Comedy|Sci-Fi
1891,2059,"Parent Trap, The (1998)",Children's|Drama
1895,2106,Swing Kids (1993),Drama|War
1898,2134,Weird Science (1985),Comedy
1900,2144,Sixteen Candles (1984),Comedy
1902,2146,St. Elmo's Fire (1985),Drama|Romance
1903,2154,How Stella Got Her Groove Back (1998),Drama|Romance
1905,2243,Broadcast News (1987),Comedy|Drama|Romance
1906,2245,Working Girl (1988),Comedy|Drama
1907,2247,Married to the Mob (1988),Comedy
1910,2261,One Crazy Summer (1986),Comedy
1911,2262,About Last Night... (1986),Comedy|Drama|Romance
1912,2266,"Butcher's Wife, The (1991)",Comedy|Romance
1914,2269,Indecent Proposal (1993),Drama
1918,2313,"Elephant Man, The (1980)",Drama
1921,2335,"Waterboy, The (1998)",Comedy
1923,2352,"Big Chill, The (1983)",Comedy|Drama
1925,2369,Desperately Seeking Susan (1985),Comedy|Romance
1927,2387,Very Bad Things (1998),Comedy|Crime
1928,2392,Jack Frost (1998),Comedy|Drama
1929,2403,First Blood (1982),Action
1935,2412,Rocky V (1990),Action|Drama
1936,2418,Nothing in Common (1986),Comedy
1937,2420,"Karate Kid, The (1984)",Drama
1941,2447,Varsity Blues (1999),Comedy|Drama
1942,2459,"Texas Chainsaw Massacre, The (1974)",Horror
1943,2463,Ruthless People (1986),Comedy
1946,2473,Soul Man (1986),Comedy
1948,2539,Analyze This (1999),Comedy
1950,2558,Forces of Nature (1999),Comedy|Romance
1956,2706,American Pie (1999),Comedy
1959,2724,Runaway Bride (1999),Comedy|Romance
1961,2759,Dick (1999),Comedy
1962,2779,Heaven Can Wait (1978),Comedy
1964,2794,European Vacation (1985),Comedy
1967,2798,Problem Child (1990),Comedy
1969,2805,Mickey Blue Eyes (1999),Comedy|Romance
1970,2822,Medicine Man (1992),Adventure|Romance
1972,2875,Sommersby (1993),Drama|Mystery|Romance
1973,2881,Double Jeopardy (1999),Action|Thriller
1975,2906,Random Hearts (1999),Drama|Romance
1976,2915,Risky Business (1983),Comedy
1979,2942,Flashdance (1983),Drama|Romance
1980,2950,"Blue Lagoon, The (1980)",Adventure|Drama|Romance
1983,3040,Meatballs (1979),Comedy
1984,3056,Oxygen (1999),Thriller
1985,3063,Poison Ivy (1992),Thriller
1987,3098,"Natural, The (1984)",Drama
1992,3130,Bonfire of the Vanities (1990),Comedy
1993,3152,"Last Picture Show, The (1971)",Drama
1994,3156,Bicentennial Man (1999),Comedy|Drama|Sci-Fi
1997,3206,Against All Odds (1984),Romance
1998,3210,Fast Times at Ridgemont High (1982),Comedy
1999,3219,Pacific Heights (1990),Thriller
2001,3248,Sister Act 2: Back in the Habit (1993),Comedy
2002,3249,"Hand That Rocks the Cradle, The (1992)",Thriller
2009,3261,Singles (1992),Comedy|Drama|Romance
2010,3263,White Men Can't Jump (1992),Comedy
2013,3274,Single White Female (1992),Action
2014,3287,"Tigger Movie, The (2000)",Animation|Children's
2015,3308,"Flamingo Kid, The (1984)",Comedy|Drama
2016,3331,My Tutor (1983),Drama
2017,3360,Hoosiers (1986),Drama
2018,3361,Bull Durham (1988),Comedy
2019,3362,Dog Day Afternoon (1975),Comedy|Crime|Drama
2023,3422,She's Gotta Have It (1986),Comedy|Romance
2024,3423,School Daze (1988),Drama
2025,3426,Jungle Fever (1991),Drama|Romance
2026,3441,Red Dawn (1984),Action|War
2028,3450,Grumpy Old Men (1993),Comedy
2032,3502,My Life (1993),Drama
2033,3506,North Dallas Forty (1979),Comedy|Drama
2037,3543,Diner (1982),Comedy|Drama
2039,3584,Breathless (1983),Action|Drama|Romance|Thriller
2040,3590,"Lords of Flatbush, The (1974)",Comedy
2043,3614,Honeymoon in Vegas (1992),Comedy|Romance
2045,3684,"Fabulous Baker Boys, The (1989)",Drama|Romance
2046,3686,Flatliners (1990),Thriller
2048,3689,Porky's II: The Next Day (1983),Comedy
2049,3690,Porky's Revenge (1985),Comedy
2052,3707,Nine 1/2 Weeks (1986),Drama
2054,3835,"Crush, The (1993)",Thriller
2055,3846,Easy Money (1983),Comedy
2062,144,"Brothers McMullen, The (1995)",Comedy
2067,334,Vanya on 42nd Street (1994),Drama
2078,846,Flirt (1995),Drama
2081,901,Funny Face (1957),Comedy|Musical
2084,906,Gaslight (1944),Mystery|Thriller
2088,928,Rebecca (1940),Romance|Thriller
2089,930,Notorious (1946),Film-Noir|Romance|Thriller
2099,1208,Apocalypse Now (1979),Drama|War
2102,1224,Henry V (1989),Drama|War
2106,1244,Manhattan (1979),Comedy|Drama|Romance
2110,1266,Unforgiven (1992),Western
2114,1284,"Big Sleep, The (1946)",Film-Noir|Mystery
2120,1537,Shall We Dance? (Shall We Dansu?) (1996),Comedy
2134,2132,Who's Afraid of Virginia Woolf? (1966),Drama
2137,2282,Pecker (1998),Comedy|Drama
2141,2550,"Haunting, The (1963)",Horror|Thriller
2158,3334,Key Largo (1948),Crime|Drama|Film-Noir|Thriller
2160,3548,Auntie Mame (1958),Comedy|Drama
2179,497,Much Ado About Nothing (1993),Comedy|Romance
2189,837,Matilda (1996),Children's|Comedy
2192,933,To Catch a Thief (1955),Comedy|Romance|Thriller
2215,1479,"Saint, The (1997)",Action|Romance|Thriller
2220,1641,"Full Monty, The (1997)",Comedy
2222,1680,Sliding Doors (1998),Drama|Romance
2229,1835,City of Angels (1998),Romance
2231,1895,Can't Hardly Wait (1998),Comedy|Drama|Romance
2261,2379,Police Academy 2: Their First Assignment (1985),Comedy
2262,2380,Police Academy 3: Back in Training (1986),Comedy
2263,2382,Police Academy 5: Assignment: Miami Beach (1988),Comedy
2264,2383,Police Academy 6: City Under Siege (1989),Comedy
2267,2413,Clue (1985),Comedy|Mystery
2268,2416,Back to School (1986),Comedy
2271,2432,Stepmom (1998),Drama
2273,2471,Crocodile Dundee II (1988),Adventure|Comedy
2274,2478,Three Amigos! (1986),Comedy|Western
2275,2485,She's All That (1999),Comedy|Romance
2277,2572,10 Things I Hate About You (1999),Comedy|Romance
2278,2581,Never Been Kissed (1999),Comedy|Romance
2279,2671,Notting Hill (1999),Comedy|Romance
2284,2747,"Little Shop of Horrors, The (1960)",Comedy|Horror
2286,2792,Airplane II: The Sequel (1982),Comedy
2289,2796,Funny Farm (1988),Comedy
2295,3033,Spaceballs (1987),Comedy|Sci-Fi
2298,3088,Harvey (1950),Comedy
2308,3387,Who's Harry Crumb? (1989),Comedy
2311,3424,Do the Right Thing (1989),Comedy|Drama
2314,3499,Misery (1990),Horror
2320,3594,Center Stage (2000),Drama
2321,3597,Whipped (2000),Comedy
2324,3712,Soapdish (1991),Comedy
2325,3785,Scary Movie (2000),Comedy|Horror
2334,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Drama
2342,164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller
2344,172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller
2345,178,Love & Human Remains (1993),Comedy
2349,229,Death and the Maiden (1994),Drama|Thriller
2351,233,Exotica (1994),Drama
2353,246,Hoop Dreams (1994),Documentary
2354,247,Heavenly Creatures (1994),Drama|Fantasy|Romance|Thriller
2355,256,Junior (1994),Comedy|Sci-Fi
2367,449,Fear of a Black Hat (1993),Comedy
2371,474,In the Line of Fire (1993),Action|Thriller
2374,507,"Perfect World, A (1993)",Action|Drama
2379,553,Tombstone (1993),Western
2382,581,"Celluloid Closet, The (1995)",Documentary
2392,647,Courage Under Fire (1996),Drama|War
2406,1078,Bananas (1971),Comedy|War
2409,1081,Victor/Victoria (1982),Comedy|Musical
2418,1147,When We Were Kings (1996),Documentary
2419,1172,Cinema Paradiso (1988),Comedy|Drama|Romance
2421,1191,Madonna: Truth or Dare (1991),Documentary
2438,1264,Diva (1981),Action|Drama|Mystery|Romance|Thriller
2442,1272,Patton (1970),Drama|War
2450,1295,"Unbearable Lightness of Being, The (1988)",Drama
2451,1297,Real Genius (1985),Comedy
2452,1299,"Killing Fields, The (1984)",Drama|War
2463,1395,Tin Men (1987),Comedy|Drama
2465,1405,Beavis and Butt-head Do America (1996),Animation|Comedy
2467,1449,Waiting for Guffman (1996),Comedy
2469,1480,Smilla's Sense of Snow (1997),Action|Drama|Thriller
2480,1603,Mimic (1997),Sci-Fi|Thriller
2483,1616,"Peacemaker, The (1997)",Action|Thriller|War
2495,1827,"Big One, The (1997)",Comedy|Documentary
2497,1875,Clockwatchers (1997),Comedy
2504,1920,Small Soldiers (1998),Animation|Children's|Fantasy|War
2508,1963,Take the Money and Run (1969),Comedy
2513,2013,"Poseidon Adventure, The (1972)",Action|Adventure
2516,2058,"Negotiator, The (1998)",Action|Thriller
2518,2065,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Romance
2529,2155,"Slums of Beverly Hills, The (1998)",Comedy
2535,2250,Men Don't Leave (1990),Drama
2537,2273,Rush Hour (1998),Action|Thriller
2543,2334,"Siege, The (1998)",Action|Thriller
2557,2433,"Civil Action, A (1998)",Drama
2563,2540,"Corruptor, The (1999)",Action|Crime|Drama|Thriller
2566,2580,Go (1999),Crime
2568,2605,Entrapment (1999),Crime|Thriller
2590,2774,Better Than Chocolate (1999),Comedy|Romance
2594,2815,Iron Eagle (1986),Action|War
2597,2883,Mumford (1999),Comedy
2606,2972,Red Sorghum (Hong Gao Liang) (1987),Drama|War
2615,3060,"Commitments, The (1991)",Comedy|Drama
2623,3142,U2: Rattle and Hum (1988),Documentary|Musical
2629,3196,Stalag 17 (1953),Drama|War
2646,3480,Lucas (1986),Drama
2647,3504,Network (1976),Comedy|Drama
2649,3512,Return to Me (2000),Drama|Romance
2662,3697,Predator 2 (1990),Action|Sci-Fi|Thriller
2664,3706,Angel Heart (1987),Film-Noir|Mystery|Thriller
2666,3727,Near Dark (1987),Comedy|Horror
2673,3821,Nutty Professor II: The Klumps (2000),Comedy
2674,3827,Space Cowboys (2000),Action|Sci-Fi
2675,3836,Kelly's Heroes (1970),Action|Comedy|War
2679,13,Balto (1995),Animation|Children's
2683,46,How to Make an American Quilt (1995),Drama|Romance
2688,92,Mary Reilly (1996),Drama|Thriller
2689,141,"Birdcage, The (1996)",Comedy
2690,215,Before Sunrise (1995),Drama|Romance
2691,224,Don Juan DeMarco (1995),Comedy|Drama|Romance
2698,342,Muriel's Wedding (1994),Comedy|Romance
2707,490,Malice (1993),Thriller
2717,691,Mrs. Winterbourne (1996),Comedy|Romance
2719,779,'Til There Was You (1997),Drama|Romance
2724,1183,"English Patient, The (1996)",Drama|Romance|War
2728,1353,"Mirror Has Two Faces, The (1996)",Comedy|Romance
2737,1620,Kiss the Girls (1997),Crime|Drama|Thriller
2738,1672,"Rainmaker, The (1997)",Drama
2747,1894,Six Days Seven Nights (1998),Adventure|Comedy|Romance
2755,2171,"Next Stop, Wonderland (1998)",Comedy|Drama|Romance
2770,2677,Buena Vista Social Club (1999),Documentary
2782,107,Muppet Treasure Island (1996),Adventure|Children's|Comedy|Musical
2792,494,Executive Decision (1996),Action|Thriller
2813,891,Halloween: The Curse of Michael Myers (1995),Horror|Thriller
2842,1235,Harold and Maude (1971),Comedy
2867,1754,Fallen (1998),Action|Mystery|Thriller
2869,1952,Midnight Cowboy (1969),Drama
2872,1983,Halloween II (1981),Horror
2873,1984,Halloween III: Season of the Witch (1983),Horror
2874,1985,Halloween 4: The Return of Michael Myers (1988),Horror
2875,1986,Halloween 5: The Revenge of Michael Myers (1989),Horror
2888,2097,Something Wicked This Way Comes (1983),Children's|Horror
2890,2107,Halloween: H20 (1998),Horror|Thriller
2891,2110,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller
2910,2460,"Texas Chainsaw Massacre 2, The (1986)",Horror
2911,2461,Leatherface: Texas Chainsaw Massacre III (1990),Horror
2912,2462,"Return of the Texas Chainsaw Massacre, The (1994)",Horror
2924,2709,Muppets From Space (1999),Children's|Comedy
2931,2846,"Adventures of Milo and Otis, The (1986)",Children's
2939,3011,"They Shoot Horses, Don't They? (1969)",Drama
2940,3028,"Taming of the Shrew, The (1967)",Comedy
2945,3168,Easy Rider (1969),Adventure|Drama
2947,3251,Agnes of God (1985),Drama|Mystery
2955,3412,"Bear, The (1988)",Adventure
2959,3612,"Slipper and the Rose, The (1976)",Adventure|Musical|Romance
2965,3771,"Golden Voyage of Sinbad, The (1974)",Action|Adventure
2967,3798,What Lies Beneath (2000),Thriller
2969,3927,Fantastic Voyage (1966),Adventure|Sci-Fi
2977,35,Carrington (1995),Drama|Romance
2985,140,Up Close and Personal (1996),Drama|Romance
2991,205,Unstrung Heroes (1995),Comedy|Drama
2993,218,Boys on the Side (1995),Comedy|Drama
2999,287,Nina Takes a Lover (1994),Comedy|Romance
3000,289,Only You (1994),Comedy|Romance
3001,305,Ready to Wear (Pret-A-Porter) (1994),Comedy
3005,355,"Flintstones, The (1994)",Children's|Comedy
3007,371,"Paper, The (1994)",Comedy|Drama
3012,447,"Favor, The (1994)",Comedy|Romance
3013,468,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",Comedy|Romance
3014,469,"House of the Spirits, The (1993)",Drama|Romance
3015,489,Made in America (1993),Comedy
3016,492,Manhattan Murder Mystery (1993),Comedy|Mystery
3019,509,"Piano, The (1993)",Drama|Romance
3023,566,Naked in New York (1994),Comedy|Romance
3028,633,Denise Calls Up (1995),Comedy
3031,697,Feeling Minnesota (1996),Drama|Romance
3034,728,Cold Comfort Farm (1995),Comedy
3036,753,"Month by the Lake, A (1995)",Comedy|Drama
3044,900,"American in Paris, An (1951)",Musical|Romance
3046,905,It Happened One Night (1934),Comedy
3047,909,"Apartment, The (1960)",Comedy|Drama
3048,910,Some Like It Hot (1959),Comedy|Crime
3056,937,Love in the Afternoon (1957),Comedy|Romance
3059,955,Bringing Up Baby (1938),Comedy
3061,1014,Pollyanna (1960),Children's|Comedy|Drama
3063,1018,That Darn Cat! (1965),Children's|Comedy|Mystery
3066,1057,Everyone Says I Love You (1996),Comedy|Musical|Romance
3068,1083,"Great Race, The (1965)",Comedy|Musical
3074,1226,"Quiet Man, The (1952)",Comedy|Romance
3083,1279,Night on Earth (1991),Comedy|Drama
3092,1398,In Love and War (1996),Romance|War
3094,1414,Mother (1996),Comedy
3096,1453,"Beautician and the Beast, The (1997)",Comedy|Romance
3102,1571,When the Cats Away (Chacun cherche son chat) (1996),Comedy|Romance
3105,1600,She's So Lovely (1997),Drama|Romance
3106,1632,"Smile Like Yours, A (1997)",Comedy|Romance
3109,1666,Hugo Pool (1997),Romance
3110,1677,Critical Care (1997),Comedy
3113,1733,Afterglow (1997),Drama|Romance
3114,1782,Little City (1998),Comedy|Romance
3116,1821,"Object of My Affection, The (1998)",Comedy|Romance
3121,1914,Smoke Signals (1998),Comedy|Drama
3132,2037,Candleshoe (1977),Adventure|Children's|Comedy
3142,2150,"Gods Must Be Crazy, The (1980)",Comedy
3144,2168,Dance with Me (1998),Drama|Romance
3146,2205,Mr. & Mrs. Smith (1941),Comedy
3155,2292,Overnight Delivery (1996),Romance
3160,2331,Living Out Loud (1998),Comedy|Romance
3161,2339,I'll Be Home For Christmas (1998),Comedy|Romance
3165,2356,Celebrity (1998),Comedy
3168,2385,Home Fries (1998),Comedy|Romance
3172,2415,Violets Are Blue... (1986),Drama|Romance
3174,2417,Heartburn (1986),Comedy|Drama
3176,2426,"Theory of Flight, The (1998)",Comedy|Drama|Romance
3177,2443,Playing by Heart (1998),Drama|Romance
3178,2468,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller
3181,2491,Simply Irresistible (1999),Comedy|Romance
3182,2492,20 Dates (1998),Comedy
3186,2598,Pushing Tin (1999),Comedy
3189,2629,"Love Letter, The (1999)",Comedy|Romance
3199,2738,Crimes of the Heart (1986),Comedy|Drama
3203,2829,"Muse, The (1999)",Comedy|Drama
3204,2849,Queens Logic (1991),Comedy|Drama
3206,2870,Barefoot in the Park (1967),Comedy
3207,2884,Dog Park (1998),Comedy|Romance
3210,2941,South Pacific (1958),Musical|Romance|War
3212,2961,"Story of Us, The (1999)",Comedy|Drama
3214,3004,"Bachelor, The (1999)",Comedy|Romance
3217,3045,Peter's Friends (1992),Comedy|Drama
3219,3061,Holiday Inn (1942),Comedy|Musical
3220,3076,Irma la Douce (1963),Comedy
3228,3244,"Goodbye Girl, The (1977)",Comedy|Romance
3233,3258,Death Becomes Her (1992),Comedy
3236,3284,They Might Be Giants (1971),Comedy|Romance
3237,3341,Born Yesterday (1950),Comedy
3239,3436,Dying Young (1991),Drama|Romance
3243,3462,Modern Times (1936),Comedy
3248,3516,"Bell, Book and Candle (1958)",Comedy|Romance
3252,3540,Passion of Mind (1999),Romance|Thriller
3264,3814,Love and Death (1975),Comedy
3265,3852,"Tao of Steve, The (2000)",Comedy
3266,3873,Cat Ballou (1965),Comedy|Western
3267,3874,"Couch in New York, A (1996)",Comedy|Romance
3274,15,Cutthroat Island (1995),Action|Adventure|Romance
3276,19,Ace Ventura: When Nature Calls (1995),Comedy
3286,54,"Big Green, The (1995)",Children's|Comedy
3289,65,Bio-Dome (1996),Comedy
3290,66,Lawnmower Man 2: Beyond Cyberspace (1996),Sci-Fi|Thriller
3302,170,Hackers (1995),Action|Crime|Thriller
3303,173,Judge Dredd (1995),Action|Adventure|Sci-Fi
3310,239,"Goofy Movie, A (1995)",Animation|Children's|Comedy|Romance
3319,280,Murder in the First (1995),Drama|Thriller
3328,336,"Walking Dead, The (1995)",Drama|War
3330,340,"War, The (1994)",Adventure|Drama
3332,346,Backbeat (1993),Drama|Musical
3338,360,I Love Trouble (1994),Action|Comedy
3342,372,Reality Bites (1994),Comedy|Drama
3343,374,Richie Rich (1994),Children's|Comedy
3344,376,"River Wild, The (1994)",Action|Thriller
3346,379,Timecop (1994),Action|Sci-Fi
3349,410,Addams Family Values (1993),Comedy
3351,419,"Beverly Hillbillies, The (1993)",Comedy
3352,423,Blown Away (1994),Action|Thriller
3359,453,For Love or Money (1993),Comedy
3366,486,Life with Mikey (1993),Comedy
3371,513,Radioland Murders (1994),Comedy|Mystery|Romance
3372,514,"Ref, The (1994)",Comedy
3373,515,"Remains of the Day, The (1993)",Drama
3374,516,Renaissance Man (1994),Comedy|Drama|War
3379,533,"Shadow, The (1994)",Action
3380,534,Shadowlands (1993),Drama|Romance
3389,575,"Little Rascals, The (1994)",Children's|Comedy
3401,599,"Wild Bunch, The (1969)",Western
3417,786,Eraser (1996),Action|Thriller
3419,798,Daylight (1996),Action|Adventure|Thriller
3423,829,Joe's Apartment (1996),Comedy|Musical
3425,835,Foxfire (1996),Drama
3426,836,Chain Reaction (1996),Action|Adventure|Thriller
3430,880,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller
3446,934,Father of the Bride (1950),Comedy
3449,991,Michael Collins (1996),Drama|War
3450,996,Last Man Standing (1996),Action|Drama|Western
3454,1010,"Love Bug, The (1969)",Children's|Comedy
3455,1011,Herbie Rides Again (1974),Adventure|Children's|Comedy
3459,1017,Swiss Family Robinson (1960),Adventure|Children's
3473,1085,"Old Man and the Sea, The (1958)",Adventure|Drama
3491,1205,"Transformers: The Movie, The (1986)",Action|Animation|Children's|Sci-Fi|Thriller|War
3519,1288,This Is Spinal Tap (1984),Comedy|Drama|Musical
3528,1359,Jingle All the Way (1996),Adventure|Children's|Comedy
3548,1459,Absolute Power (1997),Mystery|Thriller
3550,1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children's|Comedy
3555,1526,Fathers' Day (1997),Comedy
3566,1602,Leave It to Beaver (1997),Comedy
3571,1619,Seven Years in Tibet (1997),Drama|War
3575,1665,Bean (1997),Comedy
3579,1687,"Jackal, The (1997)",Action|Thriller
3583,1694,"Apostle, The (1997)",Drama
3590,1752,Hard Rain (1998),Action|Thriller
3591,1762,Deep Rising (1998),Action|Horror|Sci-Fi
3597,1797,Everest (1998),Documentary
3604,1892,"Perfect Murder, A (1998)",Mystery|Thriller
3613,1931,Mutiny on the Bounty (1935),Adventure
3614,1944,From Here to Eternity (1953),Drama|Romance|War
3615,1945,On the Waterfront (1954),Crime|Drama
3626,2016,"Apple Dumpling Gang Rides Again, The (1979)",Children's|Comedy|Western
3632,2050,Herbie Goes Bananas (1980),Adventure|Children's|Comedy
3643,2088,Popeye (1980),Adventure|Comedy|Musical
3653,2126,Snake Eyes (1998),Action|Crime|Mystery|Thriller
3661,2152,Air Bud: Golden Receiver (1998),Children's|Comedy
3689,2401,Pale Rider (1985),Western
3713,2531,Battle for the Planet of the Apes (1973),Action|Sci-Fi
3714,2532,Conquest of the Planet of the Apes (1972),Action|Sci-Fi
3716,2546,"Deep End of the Ocean, The (1999)",Drama
3717,2555,Baby Geniuses (1999),Comedy
3718,2567,EDtv (1999),Comedy
3729,2664,Invasion of the Body Snatchers (1956),Horror|Sci-Fi
3751,2816,Iron Eagle II (1988),Action|War
3752,2817,Aces: Iron Eagle III (1992),Action|War
3754,2827,"Astronaut's Wife, The (1999)",Sci-Fi|Thriller
3755,2857,Yellow Submarine (1968),Animation|Musical
3762,2921,High Plains Drifter (1972),Western
3763,2926,Hairspray (1988),Comedy|Drama
3764,2944,"Dirty Dozen, The (1967)",Action|War
3770,2965,"Omega Code, The (1999)",Action
3781,3051,Anywhere But Here (1999),Drama
3782,3062,"Longest Day, The (1962)",Action|Drama|War
3795,3243,Encino Man (1992),Comedy
3809,3354,Mission to Mars (2000),Sci-Fi
3816,3404,Titanic (1953),Action|Drama
3826,3476,Jacob's Ladder (1990),Horror|Mystery|Thriller
3827,3477,Empire Records (1995),Comedy|Drama
3829,3483,"Road to El Dorado, The (2000)",Animation|Children's
3835,3555,U-571 (2000),Action|Thriller
3840,3615,Dinosaur (2000),Animation|Children's
3848,3654,"Guns of Navarone, The (1961)",Action|Drama|War
3851,3681,For a Few Dollars More (1965),Western
3863,3897,Almost Famous (2000),Comedy|Drama
3864,3926,Voyage to the Bottom of the Sea (1961),Adventure|Sci-Fi
3869,89,Nick of Time (1995),Action|Thriller
3871,112,Rumble in the Bronx (1995),Action|Adventure|Crime
3872,159,Clockers (1995),Drama
3899,1054,Get on the Bus (1996),Drama
3917,1554,"Pillow Book, The (1995)",Drama|Romance
3934,2344,Runaway Train (1985),Action|Adventure|Drama|Thriller
3967,3735,Serpico (1973),Crime|Drama
3981,799,"Frighteners, The (1996)",Comedy|Horror
3983,1337,"Body Snatcher, The (1945)",Horror
3993,2500,Jawbreaker (1999),Comedy
3997,3159,Fantasia 2000 (1999),Animation|Children's|Musical
3999,3286,Snow Day (2000),Comedy
4003,3553,Gossip (2000),Drama|Thriller
4004,3554,Love and Basketball (2000),Drama|Romance
4007,3617,Road Trip (2000),Comedy
4042,1095,Glengarry Glen Ross (1992),Drama
4062,2359,Waking Ned Devine (1998),Comedy
4071,2786,Haunted Honeymoon (1986),Comedy
4075,3019,Drugstore Cowboy (1989),Crime|Drama
4079,3728,One False Move (1991),Thriller
4087,113,Before and After (1996),Drama|Mystery
4102,688,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War
4104,986,Fly Away Home (1996),Adventure|Children's
4107,1180,Hear My Song (1991),Comedy
4124,1731,Mr. Magoo (1997),Comedy
4137,2583,Cookie's Fortune (1999),Mystery
4152,9,Sudden Death (1995),Action
4201,1518,Breakdown (1997),Action|Thriller
4224,2236,Simon Birch (1998),Drama
4241,2803,"Pelican Brief, The (1993)",Thriller
4247,3005,"Bone Collector, The (1999)",Thriller
4252,3157,Stuart Little (1999),Children's|Comedy
4274,28,Persuasion (1995),Romance
4286,1209,Once Upon a Time in the West (1969),Western
4301,1926,"Broadway Melody, The (1929)",Musical
4313,2690,"Ideal Husband, An (1999)",Comedy
4316,2750,Radio Days (1987),Comedy|Drama
4326,3030,Yojimbo (1961),Comedy|Drama|Western
4327,3067,Women on the Verge of a Nervous Breakdown (1988),Comedy|Drama
4328,3069,"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The (1972)",Drama
4329,3112,'Night Mother (1986),Drama
4332,3467,Hud (1963),Drama|Western
4336,3571,Time Code (2000),Drama
4345,8,Tom and Huck (1995),Adventure|Children's
4369,240,Hideaway (1995),Thriller
4383,464,Hard Target (1993),Action|Adventure|Crime|Thriller
4388,519,Robocop 3 (1993),Sci-Fi|Thriller
4396,663,Kids in the Hall: Brain Candy (1996),Comedy
4398,692,Solo (1996),Action|Sci-Fi|Thriller
4399,704,"Quest, The (1996)",Action|Adventure
4406,849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller
4408,990,Maximum Risk (1996),Action|Adventure|Thriller
4409,1004,"Glimmer Man, The (1996)",Action|Thriller
4413,1037,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller
4416,1175,Delicatessen (1991),Comedy|Sci-Fi
4444,1429,Jackie Chan's First Strike (1996),Action
4457,1590,Event Horizon (1997),Action|Mystery|Sci-Fi|Thriller
4463,1615,"Edge, The (1997)",Adventure|Thriller
4469,1769,"Replacement Killers, The (1998)",Action|Thriller
4472,1858,Mr. Nice Guy (1997),Action|Comedy
4504,2170,Wrongfully Accused (1998),Action|Comedy
4507,2196,Knock Off (1998),Action
4524,2448,Virus (1999),Horror|Sci-Fi
4532,2625,Black Mask (Hak hap) (1996),Action
4551,2867,Fright Night (1985),Comedy|Horror
4552,2879,Operation Condor (Feiying gaiwak) (1990),Action|Adventure|Comedy
4556,2986,Robocop 2 (1990),Action|Crime|Sci-Fi
4562,3113,End of Days (1999),Action|Thriller
4572,3444,Bloodsport (1988),Action
4589,3767,Missing in Action 2: The Beginning (1985),Action|War
4590,3768,Braddock: Missing in Action III (1988),Action|War
4595,3864,Godzilla 2000 (Gojira ni-sen mireniamu) (1999),Action|Adventure|Sci-Fi
4598,3949,Requiem for a Dream (2000),Drama
4607,87,Dunston Checks In (1996),Children's|Comedy
